,real_X,real_Y,real_Z,real_R,real_G,real_B,aligned_x,aligned_y,aligned_z,aligned_R,aligned_G,aligned_B,ID
0,12.038854403975721,13.076686680180519,8.25,0.20094708031294437,0.45267177268541126,0.4076939376694366,13.041669431849886,7.703636534894031,24.36591904250011,0.20094708031294437,0.45267177268541126,0.4076939376694366,AMSOR
1,14.94478477734917,23.24744298698759,16.5,3.504598626175855,4.751794656970341,5.998761256880705,19.77268777437325,13.545525231621632,14.45833442521657,3.504598626175855,4.751794656970341,5.998761256880705,I1L
2,14.94478477734917,24.907974628915277,9.75,5.438833922102578,10.493367193623454,14.694751595698476,12.013523969515862,13.749453310581284,16.334466767252298,5.438833922102578,10.493367193623454,14.694751595698476,I1R
3,16.190183508794934,13.28425313542148,17.25,1.0450108754748082,2.3029395116543157,2.336145533506647,23.096902190314815,11.892394216881186,20.99818248237644,1.0450108754748082,2.3029395116543157,2.336145533506647,AMSOL
4,27.191205636565854,26.153373360361037,20.25,11.65519436498854,1.5987476604475812,3.483205171681705,24.031382338345452,25.654309399415485,13.072360573985996,11.65519436498854,1.5987476604475812,3.483205171681705,I2L
5,28.43660436801162,25.323107539397196,18.0,2.616972650143264,1.071212092577436,-0.18704630372162548,21.86997344681722,26.464142831055955,14.845659307849473,2.616972650143264,1.071212092577436,-0.18704630372162548,MCL
6,28.644170823252576,28.436604368011604,7.5,14.1188777053441,5.401480988249533,7.234621863099888,9.68631023194513,27.120081038576064,17.447680314957317,14.1188777053441,5.401480988249533,7.234621863099888,I2R
7,29.0593037337345,26.77607272608392,9.75,2.3191115843605155,1.5242892269751345,-0.0032226437576738094,12.571058314259504,27.11690391059732,17.635742213355847,2.3191115843605155,1.5242892269751345,-0.0032226437576738094,MCR
8,29.47443664421642,15.982617053553968,12.75,2.505647076806962,0.841023602169153,-0.11125439469033464,18.489356454423074,24.56232101675835,23.58498709688547,2.505647076806962,0.841023602169153,-0.11125439469033464,MI
9,30.0971360099393,25.323107539397196,20.25,2.66798135765856,0.818150750056702,-0.19864133458089014,24.440969803230608,28.063118510293354,14.150733313074241,2.66798135765856,0.818150750056702,-0.19864133458089014,NSML
10,31.134968286144105,27.19120563656584,7.5,3.0600409854951027,1.6260004204113527,-0.1969445007966075,10.166902934130986,29.033943550165016,18.728068298147786,3.0600409854951027,1.6260004204113527,-0.1969445007966075,NSMR
11,31.342534741385066,17.020449329758772,12.75,15.886310804432485,4.545452331530358,-0.20655989224087576,18.37130491456772,26.554954694859685,23.22980282015964,15.886310804432485,4.545452331530358,-0.20655989224087576,I3
12,35.49386384620428,25.530673994638157,18.75,19.346711736163567,31.54661092206474,1.741970903377012,23.14238639356064,32.972050804528976,15.649401258473759,19.346711736163567,31.54661092206474,1.741970903377012,M3L
13,36.53169612240909,26.77607272608392,10.5,23.814255396572566,31.54661092206474,3.5601283032358513,13.923570044700567,33.94378896933516,18.652882161178542,23.814255396572566,31.54661092206474,3.5601283032358513,M3R
14,36.946829032891,19.09611388216838,13.5,0.721831619100526,0.3913530627669257,2.5199691934705983,19.086348079872433,32.26905364561665,22.525060838204983,0.721831619100526,0.3913530627669257,2.5199691934705983,M4
