,real_X,real_Y,real_Z,real_R,real_G,real_B,aligned_x,aligned_y,aligned_z,aligned_R,aligned_G,aligned_B,ID
0,13.5,36.72,7.0200000000000005,1.8562420186467843,6.273140413455173,5.672581004100666,20.00122313476266,14.803192308452019,12.941392431048275,1.8562420186467843,6.273140413455173,5.672581004100666,I1L
1,45.900000000000006,34.02,6.48,3.798729853171578,4.698166991233531,11.78247838314383,24.52857892959294,43.8954693500696,15.573782402279104,3.798729853171578,4.698166991233531,11.78247838314383,URYVL
2,32.400000000000006,34.56,8.100000000000001,2.6332371524567018,12.168837383364504,0.2860776681136111,21.526140204202832,31.84133015320603,15.379398795585235,2.6332371524567018,12.168837383364504,0.2860776681136111,M3L
3,31.32,34.02,16.200000000000003,1.676935449306034,6.956093490347743,-0.10344220122429565,14.239047745857722,31.231291011000067,18.885184531508884,1.676935449306034,6.956093490347743,-0.10344220122429565,M3R
4,21.6,36.72,18.36,1.7665887339764093,0.9628317951680462,0.5643061462121159,10.619654512416322,22.568666766792468,17.771750185632268,1.7665887339764093,0.9628317951680462,0.5643061462121159,I2R
5,23.220000000000002,36.72,6.48,5.59179554657908,2.3844892205362536,1.9777068149525208,21.50356468120361,23.50494619301766,13.100574290455853,5.59179554657908,2.3844892205362536,1.9777068149525208,I2L
6,25.380000000000003,37.800000000000004,5.4,0.7206337461553666,2.370551402640487,0.274948528989671,22.440869101283756,25.384216577902897,12.113542073975353,0.7206337461553666,2.370551402640487,0.274948528989671,NSML
7,24.3,36.18,18.36,0.21259846635657445,0.23806526458817587,-0.31489584457915937,11.032876565402312,24.99865984472615,18.195682390370234,0.21259846635657445,0.23806526458817587,-0.31489584457915937,NSMR
8,22.14,35.1,15.66,0.15282960990965772,0.41925689723314347,-0.15908789684399663,13.504792269474681,22.954591434722573,17.676579793009033,0.15282960990965772,0.41925689723314347,-0.15908789684399663,MCR
9,24.3,35.1,9.18,0.06317632523928263,0.32169217196277633,-0.1924753142158172,19.57479409186103,24.611035303315845,15.177821948000872,0.06317632523928263,0.32169217196277633,-0.1924753142158172,MCL
10,25.380000000000003,25.92,10.8,8.610122797148374,7.9317407430514155,-0.17021703596793683,20.456766969751705,25.758233900719723,21.304014111743047,8.610122797148374,7.9317407430514155,-0.17021703596793683,I3
11,22.68,27.540000000000003,11.34,-0.056361387654550815,1.394904149936815,-0.14795875772005643,19.294130531227033,23.33918416392587,20.45534848916484,-0.056361387654550815,1.394904149936815,-0.14795875772005643,MI
12,30.78,27.0,12.420000000000002,0.3022517510269495,1.3809663320410484,1.37673330225975,19.297350858338824,30.663649313883667,21.51757380180161,0.3022517510269495,1.3809663320410484,1.37673330225975,M4
13,19.98,22.14,14.580000000000002,1.407975595294909,2.8165615753050224,-0.30376670545521917,17.401825966167515,21.1197423224175,24.841814419573826,1.407975595294909,2.8165615753050224,-0.30376670545521917,IL2DR
14,32.400000000000006,24.840000000000003,5.94,6.548097249729747,7.8202381998852815,-0.014409088232774097,25.835712442513454,31.860552958032052,20.27781013746286,6.548097249729747,7.8202381998852815,-0.014409088232774097,IL2DL
15,45.900000000000006,24.3,9.18,5.711333259472913,22.984584070479492,2.50077635377771,24.454868151136044,44.12657533004776,22.408652790524624,5.711333259472913,22.984584070479492,2.50077635377771,OLQDL
16,46.440000000000005,22.14,14.580000000000002,3.0217347193616604,16.684690381592926,4.18127636149268,20.165725683197458,44.87193824016998,25.860861908899555,3.0217347193616604,16.684690381592926,4.18127636149268,OLQDR
17,43.2,25.92,7.0200000000000005,3.7688454249481196,3.6388928311552595,15.277028068061052,25.727388944148878,41.589812718169384,20.484176586630923,3.7688454249481196,3.6388928311552595,15.277028068061052,URYDL
18,43.74,23.76,17.82,4.396418417640745,4.865420805982732,6.6519452470074025,16.567932013135273,42.57060137846065,26.08800686763685,4.396418417640745,4.865420805982732,6.6519452470074025,URYDR
19,41.580000000000005,24.840000000000003,9.18,47.728839341655366,11.959770114928004,8.977935323910904,23.87242774812781,40.24236617551698,21.92232992317488,47.728839341655366,11.959770114928004,8.977935323910904,IL1DR
20,42.120000000000005,28.080000000000002,7.0200000000000005,0.7206337461553666,2.99775320794999,12.416839313208422,25.089810832338358,40.59513686601718,19.16279174334973,0.7206337461553666,2.99775320794999,12.416839313208422,OLLL
21,39.42,26.46,17.82,0.8999403154961167,6.607648042953575,6.273554516793436,15.460725731664681,38.66119375617573,24.32189293208043,0.8999403154961167,6.607648042953575,6.273554516793436,OLLR
22,41.580000000000005,28.080000000000002,20.520000000000003,0.929824743719575,3.1789448405949576,0.7535015113190993,12.857618557976721,40.69896254924076,24.52104776238997,0.929824743719575,3.1789448405949576,0.7535015113190993,URBR
23,46.980000000000004,31.860000000000003,5.94,1.1091313130603253,9.687905797918024,3.5803028487999087,25.65318848771096,44.86660262720489,16.680005129297193,1.1091313130603253,9.687905797918024,3.5803028487999087,URBL
24,48.6,28.080000000000002,20.520000000000003,1.587282164635659,5.72956551552027,6.941302864229848,13.590898074739766,47.00056554782815,24.791407300374345,1.587282164635659,5.72956551552027,6.941302864229848,RMER
25,48.6,27.0,5.94,2.9918502911382023,18.148161260648436,21.075309551633893,27.00313006427351,46.377515256248806,19.621925695373985,2.9918502911382023,18.148161260648436,21.075309551633893,RMEL
